EX_Id,GA_Id,DisplayOrder,Type,Name,Path,EA,Data
1780,15818,0,0,"Bookcover","Books\Big_Fat_Book_of_Commodore_64_Games_The.jpg",0,""
1781,7357,0,0,"Bookcover","Books\Big_Fat_Book_of_Commodore_64_Games_The.jpg",0,""
1782,15830,0,0,"Bookcover","Books\Big_Fat_Book_of_Commodore_64_Games_The.jpg",0,""
1783,15829,0,0,"Bookcover","Books\Big_Fat_Book_of_Commodore_64_Games_The.jpg",0,""
1784,15843,0,0,"Bookcover","Books\Guide_to_Programming_the_Commodore_Computers_A.jpg",0,""
1785,15844,0,0,"Bookcover","Books\Guide_to_Programming_the_Commodore_Computers_A.jpg",0,""
1786,15845,0,0,"Bookcover","Books\Guide_to_Programming_the_Commodore_Computers_A.jpg",0,""
1787,15846,0,0,"Bookcover","Books\Guide_to_Programming_the_Commodore_Computers_A.jpg",0,""
1788,15847,0,0,"Bookcover","Books\Guide_to_Programming_the_Commodore_Computers_A.jpg",0,""
1789,15848,0,0,"Bookcover","Books\Guide_to_Programming_the_Commodore_Computers_A.jpg",0,""
1790,15855,0,0,"Docs","Docs\B\Big_Momma_II.doc",0,""
1791,11290,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1792,9068,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1793,9452,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1794,3194,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1795,3447,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1796,4264,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1797,14250,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1798,11942,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1799,9512,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1800,5082,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1801,11257,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1802,5360,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1803,11288,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1804,6343,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1805,9453,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1806,10693,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1807,8413,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1808,8921,0,0,"Bookcover","Books\COMPUTE!'s_First_Book_of_Commodore_64_Games.jpg",0,""
1809,5836,1,0,"Help","Docs\P\Portal.hlp",0,""
1810,4302,4,0,"Tips","Tips\L\Law_of_the_West.txt",0,""
1811,6308,4,0,"Levelcodes","Tips\R\Repton_3.doc",0,""
1813,9507,0,0,"Manual","Gazette!\1986\09sep\sep86-VideoJigsaw.jpg",0,""
1815,2810,10,0,"Maps and Reference Card","Tips\F\Flight_Simulator_II.zip",0,""
1816,13182,0,0,"Map","Maps\Newcomer.jpg",0,""
1817,1135,8,0,"Map","Maps\Bruce_Lee.jpg",0,""
1818,9805,0,0,"Map","Maps\Bruce_Lee.jpg",0,""
1819,9525,0,0,"Map","Maps\Cauldron_II.zip",0,""
1820,1324,15,0,"Map","Maps\Cauldron_II.zip",0,""
1821,3521,2,0,"Map","Maps\Cauldron_II.zip",0,""
1822,2217,5,0,"Map","Maps\Dizzy.jpg",0,""
1823,14681,0,0,"Map","Maps\Dizzy.jpg",0,""
1824,2218,4,0,"Map","Maps\Treasure_Island_Dizzy.jpg",0,""
1825,2219,7,0,"Map","Maps\Fantasy_World_Dizzy.jpg",0,""
1826,14682,0,0,"Map","Maps\Fantasy_World_Dizzy.jpg",0,""
1827,2220,4,0,"Map","Maps\Magicland_Dizzy.jpg",0,""
1828,2223,3,0,"Map","Maps\Dizzy_-_Prince_of_the_Yolkfolk!.jpg",0,""
1829,2301,3,0,"Map","Maps\Draconus.jpg",0,""
1830,3136,9,0,"Map","Maps\Ghosts_n_Goblins.jpg",0,""
1831,3225,1,0,"Map","Maps\Goonies_The.jpg",0,""
1832,3927,5,0,"Map","Maps\Jet_Set_Willy_II.jpg",0,""
1833,4580,3,0,"Map","Maps\Manic_Miner.jpg",0,""
1834,4967,5,0,"Map","Maps\Monty_on_the_Run_v1.jpg",0,""
1835,5553,7,0,"Map","Maps\Paradroid.jpg",0,""
1836,6532,6,0,"Map","Maps\Saboteur.jpg",0,""
1837,327,7,0,"Map","Maps\Sacred_Armour_of_Antiriad_The.jpg",0,""
1838,10983,2,0,"Map","Maps\Sacred_Armour_of_Antiriad_The.jpg",0,""
1839,6159,1,0,"Map","Maps\Sacred_Armour_of_Antiriad_The.jpg",0,""
1840,6653,2,0,"Map","Maps\Scumball.jpg",0,""
1841,7214,12,0,"Map","Maps\Spindizzy.jpg",0,""
1842,15264,2,0,"Map","Maps\Spindizzy.jpg",0,""
1843,7385,5,0,"Map","Maps\Starquake.jpg",0,""
1844,11976,1,0,"Map","Maps\Wizball.jpg",0,""
1845,8669,9,0,"Map","Maps\Wizball.jpg",0,""
1846,1117,2,0,"Cover","Cover\B\Bridge_64_(v2).jpg",0,""
1847,5538,1,0,"Cover","Cover\D\Dizzy_Panic.jpg",0,""
1849,11692,1,0,"Cover","Cover\K\Kung-Fu_II.jpg",0,""
1850,10046,0,0,"Cover","Cover\F\Fun_School_II_(Over_8).jpg",0,""
1851,7514,0,0,"Cover","Cover\S\Stuemp.jpg",0,""
1855,6874,1,0,"Cover","Cover\S\Super_Skramble!.jpg",0,""
1856,7873,0,0,"Cover (Tape)","Cover\T\They_Stole_a_Million_(Tape).jpg",0,""
1857,8641,1,0,"Cover","Cover\W\Wizard.jpg",0,""
1858,14258,1,0,"Anleitung","Docs\B\Blockade.bmp",0,""
1859,10613,0,0,"Docs","Docs\B\Bloo's_Magic_Trip.txt",0,""
1860,2582,2,0,"Docs","Docs\E\Eureka!.zip",0,""
1861,14268,3,0,"Docs","Docs\F\Fun_School_II_(for_under_6's).jpg",0,""
1862,3311,0,0,"Docs","Docs\G\Gruds_in_Space.txt",0,""
1863,15673,1,0,"Anleitung","Docs\J\Jungle_und_Ritter_Erik_Manual.bmp",0,""
1864,15670,2,0,"Anleitung","Docs\J\Jungle_und_Ritter_Erik_Manual.bmp",0,""
1865,15672,1,0,"Docs","Docs\S\Seeschlacht.bmp",0,""
1866,12821,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1867,15873,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1868,1303,2,0,"Map - Lovecraft","Maps\Castles_of_Doctor_Creep_-_Lovecraft.gif",0,""
1869,15874,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1870,15875,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1871,11499,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1872,15876,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1873,15877,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1874,15878,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1875,15879,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1876,15880,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1877,15881,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1878,15882,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1879,15883,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1880,15884,0,0,"Bookcover","Books\Commodore_64_-_Fun_and_Games.jpg",0,""
1881,15886,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1882,15892,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1883,15898,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1884,15895,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1885,15897,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1886,15891,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1887,15890,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1888,15900,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1889,15888,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1890,15899,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1891,15896,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1892,15894,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1893,15887,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1894,15889,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1895,15893,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1896,15905,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1897,15904,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1898,15906,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1899,15903,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1900,15902,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1901,15901,0,0,"Bookcover","Books\More_Games_for_Your_Commodore_64.jpg",0,""
1904,4787,3,0,"Cover (Alternative Software)","Cover\O\Olympic_Spectacular.jpg",0,""
1905,8,0,1,"Original Tape","Tapes\0\10th_Frame.zip",0,"1|~|0"
1906,13,0,1,"Original Tape","Tapes\0\180.zip",0,"1|~|0"
1907,16,0,1,"Original Tape","Tapes\0\1942.zip",0,"1|~|0"
1908,17,0,1,"Original Tape","Tapes\0\1943_-_One_Year_After.zip",0,"1|~|0"
1909,21,0,1,"Original Tape","Tapes\0\1985_-_The_Day_After.zip",0,"1|~|0"
1910,23,0,1,"Original Tape","Tapes\0\1994_-_Ten_Years_After.zip",0,"1|~|0"
1911,57,0,1,"Original Tape","Tapes\0\4_Soccer_Simulators.zip",0,"1|~|0"
1912,63,0,1,"Original Tape","Tapes\0\4x4_Off-Road_Racing.zip",0,"1|~|0"
1914,77,0,1,"Original Tape","Tapes\0\720_Degrees.zip",0,"1|~|0"
1915,81,0,1,"Original Tape","Tapes\a\Aaargh!.zip",0,"1|~|0"
1916,89,0,1,"Original Tape","Tapes\a\Abrasco_Golf.zip",0,"1|~|0"
1917,13735,0,1,"Original Tape","Tapes\a\Abwehr.zip",0,"1|~|0"
1918,94,0,1,"Original Tape","Tapes\a\ACE.zip",0,"1|~|0"
1919,100,0,1,"Original Tape","Tapes\a\Ace_of_Aces.zip",0,"1|~|0"
1920,111,0,1,"Original Tape","Tapes\a\Action_Biker.zip",0,"1|~|0"
1921,114,0,1,"Original Tape","Tapes\a\Action_Force.zip",0,"1|~|0"
1922,117,0,1,"Original Tape","Tapes\a\Action_Service.zip",0,"1|~|0"
1923,123,0,1,"Original Tape","Tapes\a\Addams_Family_The.zip",0,"1|~|0"
1924,136,0,1,"Original Tape","Tapes\a\Advanced_Pinball_Simulator.zip",0,"1|~|0"
1925,149,0,1,"Original Tape","Tapes\a\Adventure_Quest.zip",0,"1|~|0"
1926,14091,0,1,"Original Tape","Tapes\a\Affen-Jagd.zip",0,"1|~|0"
1927,165,1,1,"Original Tape","Tapes\a\After_the_War.zip",0,"1|~|0"
1928,166,0,1,"Original Tape","Tapes\a\Afterburner.zip",0,"1|~|0"
1929,189,0,1,"Original Tape","Tapes\a\Airborne_Ranger.zip",0,"1|~|0"
1930,14324,0,1,"Original Tape","Tapes\a\Airline.zip",0,"1|~|0"
1931,9858,0,1,"Original Tape","Tapes\a\Airraid.zip",0,"1|~|0"
1932,197,0,1,"Original Tape","Tapes\a\Airwolf.zip",0,"1|~|0"
1933,199,0,1,"Original Tape","Tapes\a\Airwolf_II.zip",0,"1|~|0"
1934,207,0,1,"Original Tape","Tapes\a\Alcazar_-_The_Forgotten_Fortress.zip",0,"1|~|0"
1935,218,0,1,"Original Tape","Tapes\a\Alice_in_Videoland.zip",0,"1|~|0"
1936,9428,1,1,"Original Tape","Tapes\a\Alien_Attack.zip",0,"1|~|0"
1937,239,0,1,"Original Tape","Tapes\a\Alien_Syndrome.zip",0,"1|~|0"
1938,243,0,1,"Original Tape","Tapes\a\Aliens.zip",0,"1|~|0"
1939,242,0,1,"Original Tape","Tapes\a\Aliens_-_The_Computer_Game.zip",0,"1|~|0"
1940,255,0,1,"Original Tape","Tapes\a\Alleykat.zip",0,"1|~|0"
1941,267,0,1,"Original Tape","Tapes\a\Altered_Beast.zip",0,"1|~|0"
1942,15329,0,1,"Original Tape","Tapes\a\AMC_-_Advance_of_the_Mega_Camels.zip",0,"1|~|0"
1943,279,0,1,"Original Tape","Tapes\a\AMC_-_Astro_Marine_Corps.zip",0,"1|~|0"
1944,283,0,1,"Original Tape","Tapes\a\American_3D_Pool.zip",0,"1|~|0"
1945,12423,0,1,"Original Tape","Tapes\a\America's_Cup_The.zip",0,"1|~|0"
1946,295,0,1,"Original Tape","Tapes\a\Anarchy.zip",0,"1|~|0"
1947,298,0,1,"Original Tape","Tapes\a\Ancipital.zip",0,"1|~|0"
1948,303,0,1,"Original Tape","Tapes\a\Andy_Capp_-_The_Game.zip",0,"1|~|0"
1949,306,0,1,"Original Tape","Tapes\a\Angle_Ball.zip",0,"1|~|0"
1950,13736,0,1,"Original Tape","Tapes\a\Angriff_auf_den_Archipel.zip",0,"1|~|0"
1951,308,0,1,"Original Tape","Tapes\a\Angriff_der_Klingonen.zip",0,"1|~|0"
1952,312,0,1,"Original Tape","Tapes\a\Ankh.zip",0,"1|~|0"
1953,322,0,1,"Original Tape","Tapes\a\Anter_Planter.zip",0,"1|~|0"
1954,332,0,1,"Original Tape","Tapes\a\APB.zip",0,"1|~|0"
1955,351,0,1,"Original Tape","Tapes\a\ARAC.zip",0,"1|~|0"
1956,361,0,1,"Original Tape","Tapes\a\Arcade_Classics.zip",0,"1|~|0"
1957,362,0,1,"Original Tape","Tapes\a\Arcade_Flight_Simulator.zip",0,"1|~|0"
1958,1282,0,1,"Original Tape","Tapes\a\Arcade_Fruit_Machine_-_Cash_and_Grab.zip",0,"1|~|0"
1959,370,0,1,"Original Tape","Tapes\a\Arcadia_64.zip",0,"1|~|0"
1960,380,0,1,"Original Tape","Tapes\a\Archon_II_-_Adept.zip",0,"1|~|0"
1961,382,0,1,"Original Tape","Tapes\a\Arctic_Fox.zip",0,"1|~|0"
1962,398,0,1,"Original Tape","Tapes\a\Arkanoid.zip",0,"1|~|0"
1963,399,0,1,"Original Tape","Tapes\a\Arkanoid_-_Revenge_of_Doh.zip",0,"1|~|0"
1964,411,0,1,"Original Tape","Tapes\a\Armalyte.zip",0,"1|~|0"
1965,419,0,1,"Original Tape","Tapes\a\Arnie.zip",0,"1|~|0"
1966,454,0,1,"Original Tape","Tapes\a\Astral_Zone.zip",0,"1|~|0"
1967,458,0,1,"Original Tape","Tapes\a\Astro_Chase.zip",0,"1|~|0"
1968,13737,0,1,"Original Tape","Tapes\a\Astronaut.zip",0,"1|~|0"
1969,11174,0,1,"Original Tape","Tapes\a\Astronaut_Battle.zip",0,"1|~|0"
1970,9357,0,1,"Original Tape","Tapes\a\A-Team_The.zip",0,"1|~|0"
1971,475,0,1,"Original Tape","Tapes\a\Athena.zip",0,"1|~|0"
1972,484,0,1,"Original Tape","Tapes\a\Atomic_Robo-Kid.zip",0,"1|~|0"
1973,280,0,1,"Original Tape","Tapes\a\AMC_-_Attack_of_the_Mutant_Camels.zip",0,"1|~|0"
1974,492,0,1,"Original Tape","Tapes\a\ATV_Simulator.zip",0,"1|~|0"
1975,494,0,1,"Original Tape","Tapes\a\Auf_Wiedersehen_Monty.zip",0,"1|~|0"
1976,498,0,1,"Original Tape","Tapes\a\Australian_Rules_Football.zip",0,"1|~|0"
1977,503,0,1,"Original Tape","Tapes\a\Auto_Mania.zip",0,"1|~|0"
1978,518,0,1,"Original Tape","Tapes\a\Aztec_Challenge.zip",0,"1|~|0"
1979,541,0,1,"Original Tape","Tapes\b\Back_to_the_Future.zip",0,"1|~|0"
1980,542,0,1,"Original Tape","Tapes\b\Back_to_the_Future_II.zip",0,"1|~|0"
1981,544,0,1,"Original Tape","Tapes\b\Backgammon.zip",0,"1|~|0"
1982,551,0,1,"Original Tape","Tapes\b\Bad_Cat.zip",0,"1|~|0"
1983,573,0,1,"Original Tape","Tapes\b\Ballblazer.zip",0,"1|~|0"
1984,582,0,1,"Original Tape","Tapes\b\Ballistix.zip",0,"1|~|0"
1985,10461,0,1,"Original Tape","Tapes\b\Balloon_Rescue.zip",0,"1|~|0"
1986,612,0,1,"Original Tape","Tapes\b\Bangkok_Knights.zip",0,"1|~|0"
1987,616,0,1,"Original Tape","Tapes\b\Barbarian.zip",0,"1|~|0"
1988,617,0,1,"Original Tape","Tapes\b\Barbarian_-_The_Ultimate_Warrior.zip",0,"1|~|0"
1989,618,0,1,"Original Tape","Tapes\b\Barbarian_II_-_The_Dungeon_of_Drax.zip",0,"1|~|0"
1990,13932,0,1,"Original Tape","Tapes\b\Bard's_Tale_The_(German).zip",0,"1|~|0"
1991,632,0,1,"Original Tape","Tapes\b\Barry_McGuigan_World_Championship_Boxing.zip",0,"1|~|0"
1992,637,0,1,"Original Tape","Tapes\b\Basil_the_Great_Mouse_Detective.zip",0,"1|~|0"
1994,650,0,1,"Original Tape","Tapes\b\Batalyx.zip",0,"1|~|0"
1995,652,0,1,"Original Tape","Tapes\b\Batman_-_The_Caped_Crusader.zip",0,"1|~|0"
1996,653,0,1,"Original Tape","Tapes\b\Batman_-_The_Movie.zip",0,"1|~|0"
1997,676,0,1,"Original Tape","Tapes\b\Battle_Ships.zip",0,"1|~|0"
1998,679,0,1,"Original Tape","Tapes\b\Battle_Through_Time.zip",0,"1|~|0"
1999,689,0,1,"Original Tape","Tapes\b\Batty.zip",0,"1|~|0"
2000,693,0,1,"Original Tape","Tapes\b\Bazooka_Bill.zip",0,"1|~|0"
2001,699,0,1,"Original Tape","Tapes\b\Beach_Buggy_Simulator.zip",0,"1|~|0"
2002,702,0,1,"Original Tape","Tapes\b\Beach-Head.zip",0,"1|~|0"
2003,703,0,1,"Original Tape","Tapes\b\Beach-Head_II.zip",0,"1|~|0"
2004,704,0,1,"Original Tape","Tapes\b\Beaky_and_the_Eggsnatchers.zip",0,"1|~|0"
2005,705,0,1,"Original Tape","Tapes\b\BEAM.zip",0,"1|~|0"
2006,9193,0,1,"Original Tape","Tapes\b\Beauty_and_the_Beast.zip",0,"1|~|0"
2007,715,0,1,"Original Tape","Tapes\b\Bedlam.zip",0,"1|~|0"
2008,13926,0,1,"Original Tape","Tapes\b\Bergfex_Der.zip",0,"1|~|0"
2009,734,0,1,"Original Tape","Tapes\b\Better_Dead_Than_Alien!.zip",0,"1|~|0"
2010,741,0,1,"Original Tape","Tapes\b\Beyond_the_Forbidden_Forest.zip",0,"1|~|0"
2011,742,0,1,"Original Tape","Tapes\b\Beyond_the_Ice_Palace.zip",0,"1|~|0"
2012,14619,0,1,"Original Tape","Tapes\b\Biathlon.zip",0,"1|~|0"
2013,747,0,1,"Original Tape","Tapes\b\Big_Ben.zip",0,"1|~|0"
2014,752,0,1,"Original Tape","Tapes\b\Big_Mac.zip",0,"1|~|0"
2015,755,0,1,"Original Tape","Tapes\b\Bigfoot.zip",0,"1|~|0"
2016,756,0,1,"Original Tape","Tapes\b\Biggles.zip",0,"1|~|0"
2017,770,0,1,"Original Tape","Tapes\b\Bionic_Commando.zip",0,"1|~|0"
2018,15478,0,1,"Original Tape","Tapes\b\Bird_Mother.zip",0,"1|~|0"
2019,784,0,1,"Original Tape","Tapes\b\Black_Hawk.zip",0,"1|~|0"
2020,795,0,1,"Original Tape","Tapes\b\Black_Lamp.zip",0,"1|~|0"
2021,812,0,1,"Original Tape","Tapes\b\Blackwyche.zip",0,"1|~|0"
2022,814,0,1,"Original Tape","Tapes\b\Blade_Runner.zip",0,"1|~|0"
2023,817,0,1,"Original Tape","Tapes\b\Blagger.zip",0,"1|~|0"
2024,819,0,1,"Original Tape","Tapes\b\Blagger_Goes_to_Hollywood.zip",0,"1|~|0"
2025,826,0,1,"Original Tape","Tapes\b\Blasteroids.zip",0,"1|~|0"
2026,837,0,1,"Original Tape","Tapes\b\Blip!_-_Video_Classics.zip",0,"1|~|0"
2027,863,0,1,"Original Tape","Tapes\b\Blockbusters.zip",0,"1|~|0"
2028,865,0,1,"Original Tape","Tapes\b\Blockie.zip",0,"1|~|0"
2029,889,0,1,"Original Tape","Tapes\b\Blue_Angel_69.zip",0,"1|~|0"
2030,893,0,1,"Original Tape","Tapes\b\Blue_Max.zip",0,"1|~|0"
2031,897,0,1,"Original Tape","Tapes\b\Blue_Thunder.zip",0,"1|~|0"
2032,898,0,1,"Original Tape","Tapes\b\Blues_Brothers_The.zip",0,"1|~|0"
2033,901,0,1,"Original Tape","Tapes\b\BMX_Freestyle_Simulator.zip",0,"1|~|0"
2034,903,0,1,"Original Tape","Tapes\b\BMX_Kidz.zip",0,"1|~|0"
2035,906,0,1,"Original Tape","Tapes\b\BMX_Racers.zip",0,"1|~|0"
2036,907,0,1,"Original Tape","Tapes\b\BMX_Simulator.zip",0,"1|~|0"
2037,910,0,1,"Original Tape","Tapes\b\BMX_Trials.zip",0,"1|~|0"
2038,915,0,1,"Original Tape","Tapes\b\Bobby_Bearing.zip",0,"1|~|0"
2039,945,0,1,"Original Tape","Tapes\b\Bomb_Jack.zip",0,"1|~|0"
2040,946,0,1,"Original Tape","Tapes\b\Bomb_Jack_II.zip",0,"1|~|0"
2041,960,0,1,"Original Tape","Tapes\b\Bombo.zip",0,"1|~|0"
2042,978,0,1,"Original Tape","Tapes\b\Booty.zip",0,"1|~|0"
2043,990,0,1,"Original Tape","Tapes\b\Boss_The.zip",0,"1|~|0"
2045,994,0,1,"Original Tape","Tapes\b\Boulder_Dash.zip",0,"1|~|0"
2046,995,0,1,"Original Tape","Tapes\b\Boulder_Dash_II.zip",0,"1|~|0"
2047,1007,0,1,"Original Tape","Tapes\b\Boulder_Dash_Construction_Kit.zip",0,"1|~|0"
2048,1052,0,1,"Original Tape","Tapes\b\Bounder.zip",0,"1|~|0"
2049,1054,0,1,"Original Tape","Tapes\b\Bounty_Bob_Strikes_Back.zip",0,"1|~|0"
2050,13921,0,1,"Original Tape","Tapes\b\Boxauto.zip",0,"1|~|0"
2051,1069,0,1,"Original Tape","Tapes\b\Bozos_Night_Out.zip",0,"1|~|0"
2052,1078,0,1,"Original Tape","Tapes\b\Brainstorm.zip",0,"1|~|0"
2053,1090,0,1,"Original Tape","Tapes\b\Break_Fever.zip",0,"1|~|0"
2054,1106,0,1,"Original Tape","Tapes\b\Breakthru.zip",0,"1|~|0"
2055,1110,0,1,"Original Tape","Tapes\b\Brian_Bloodaxe.zip",0,"1|~|0"
2056,1113,0,1,"Original Tape","Tapes\b\Brian_Jack's_Uchi-Mata.zip",0,"1|~|0"
2057,1116,0,1,"Original Tape","Tapes\b\Bride_of_Frankenstein.zip",0,"1|~|0"
2058,1135,0,1,"Original Tape","Tapes\b\Bruce_Lee.zip",0,"1|~|0"
2059,1138,0,1,"Original Tape","Tapes\b\Bubble_Bobble.zip",0,"1|~|0"
2060,1140,0,1,"Original Tape","Tapes\b\Bubble_Dizzy.zip",0,"1|~|0"
2061,1156,0,1,"Original Tape","Tapes\b\Buffalo_Bill's_Wild_West_Show.zip",0,"1|~|0"
2062,1161,0,1,"Original Tape","Tapes\b\Bug_Blaster.zip",0,"1|~|0"
2063,1162,0,1,"Original Tape","Tapes\b\Bug_Blitz.zip",0,"1|~|0"
2064,1165,0,1,"Original Tape","Tapes\b\Buggy_Boy.zip",0,"1|~|0"
2065,1174,0,1,"Original Tape","Tapes\b\Bulldog.zip",0,"1|~|0"
2066,1183,0,1,"Original Tape","Tapes\b\Bump_Set_Spike.zip",0,"1|~|0"
2067,1196,0,1,"Original Tape","Tapes\b\Burger_Chase.zip",0,"1|~|0"
2068,1198,0,1,"Original Tape","Tapes\b\Burger_Time.zip",0,"1|~|0"
2069,1215,0,1,"Original Tape","Tapes\c\Cabal.zip",0,"1|~|0"
2070,1221,0,1,"Original Tape","Tapes\c\Caesar_the_Cat.zip",0,"1|~|0"
2071,1227,0,1,"Original Tape","Tapes\c\California_Games.zip",0,"1|~|0"
2073,1247,0,1,"Original Tape","Tapes\c\Captain_America_and_the_Doom_Tube.zip",0,"1|~|0"
2074,1248,1,1,"Original Tape","Tapes\c\Captain_Blood.zip",0,"1|~|0"
2075,13134,0,1,"Original Tape","Tapes\c\Captain_Blood_(Spanish).zip",0,"1|~|0"
2076,1251,0,1,"Original Tape","Tapes\c\Captain_Fizz.zip",0,"1|~|0"
2077,1253,0,1,"Original Tape","Tapes\c\Captain_Kidd.zip",0,"1|~|0"
2078,1259,0,1,"Original Tape","Tapes\c\Captive_The.zip",0,"1|~|0"
2079,1275,0,1,"Original Tape","Tapes\c\Carnage.zip",0,"1|~|0"
2080,1289,0,1,"Original Tape","Tapes\c\Castle_Master.zip",0,"1|~|0"
2081,1323,0,1,"Original Tape","Tapes\c\Cauldron.zip",0,"1|~|0"
2082,1324,0,1,"Original Tape","Tapes\c\Cauldron_II.zip",0,"1|~|0"
2083,1337,0,1,"Original Tape","Tapes\c\Cavelon.zip",0,"1|~|0"
2084,1348,0,1,"Original Tape","Tapes\c\Caverns_of_Khafka.zip",0,"1|~|0"
2085,1374,0,1,"Original Tape","Tapes\c\Chain_Reaction.zip",0,"1|~|0"
2086,1378,0,1,"Original Tape","Tapes\c\Chambers_of_Shaolin.zip",0,"1|~|0"
2087,1379,0,1,"Original Tape","Tapes\c\Chameleon.zip",0,"1|~|0"
2088,1395,0,1,"Original Tape","Tapes\c\Championship_Sprint.zip",0,"1|~|0"
2089,1396,0,1,"Original Tape","Tapes\c\Championship_Wrestling.zip",0,"1|~|0"
2090,1407,0,1,"Original Tape","Tapes\c\Chase_HQ.zip",0,"1|~|0"
2091,1410,0,1,"Original Tape","Tapes\c\Cheap_Skate.zip",0,"1|~|0"
2092,1434,0,1,"Original Tape","Tapes\c\Chevy_Chase.zip",0,"1|~|0"
2093,1437,0,1,"Original Tape","Tapes\c\Chicago's_30.zip",0,"1|~|0"
2094,1443,0,1,"Original Tape","Tapes\c\Chiller.zip",0,"1|~|0"
2095,1445,0,1,"Original Tape","Tapes\c\Chimera.zip",0,"1|~|0"
2096,1446,0,1,"Original Tape","Tapes\c\China_Miner.zip",0,"1|~|0"
2097,1447,0,1,"Original Tape","Tapes\c\Chinese_Juggler_The.zip",0,"1|~|0"
2098,1459,1,1,"Original Tape","Tapes\c\Choplifter.zip",0,"1|~|0"
2099,1473,0,1,"Original Tape","Tapes\c\Chuck_Yeager's_Advanced_Flight_Trainer.zip",0,"1|~|0"
