EX_Id,GA_Id,DisplayOrder,Type,Name,Path,EA,Data
1,8,4,0,"Cover (US Gold)","Cover\0\10th_Frame_(US_Gold).jpg",0,""
2,13,1,0,"Cover","Cover\0\180.jpg",0,""
3,14,2,0,"Cover","Cover\0\19_Part_One_-_Boot_Camp.jpg",0,""
4,15,0,0,"Cover (ECP)","Cover\0\1942_(ECP).jpg",0,""
5,17,2,0,"Cover [4 Action Hits]","Cover\_\4_Action_Hits.jpg",0,""
6,35,0,0,"Manual p.1","gazette!\1984\12dec\dec84-3-DLabyrinthA.jpg",0,""
7,35,1,0,"Manual p.2","gazette!\1984\12dec\dec84-3-DLabyrinthB.jpg",0,""
8,38,0,0,"Manual p.1","gazette!\1988\04apr\apr88-3-DSpeedwayA.jpg",0,""
9,38,1,0,"Manual p.2","gazette!\1988\04apr\apr88-3-DSpeedwayB.jpg",0,""
10,49,2,0,"Manual","gazette!\1984\06jun\jun84-3-DTic-Tac-Toe.jpg",0,""
11,61,2,0,"Cover (Accolade)","Cover\0\4th_and_Inches_(Accolade).jpg",0,""
12,65,1,0,"Cover (EDOS)","Cover\0\500cc_Grand_Prix_(EDOS).jpg",0,""
14,77,2,0,"Cover (US Gold)","Cover\0\720_Degrees_(US_Gold).jpg",0,""
15,77,5,0,"Cover [Giants]","Cover\_\Giants.jpg",0,""
16,82,1,0,"Cover","Cover\A\Aardvark.jpg",0,""
17,98,3,0,"Cover","Cover\A\ACE_II.jpg",0,""
18,100,2,0,"Cover (US Gold)","Cover\A\Ace_of_Aces_(US_Gold).jpg",0,""
19,110,2,0,"Cover (MicroProse)","Cover\A\AcroJet_(MicroProse).jpg",0,""
20,111,3,0,"Cover","Cover\A\Action_Biker.jpg",0,""
21,117,3,0,"Cover (Cobra)","Cover\A\Action_Service_(Cobra).jpg",0,""
23,123,2,0,"Cover (Ocean)","Cover\A\Addams_Family_The_(Ocean).jpg",0,""
24,151,2,0,"Cover","Cover\A\Adventureland_SAGA1.jpg",0,""
25,166,3,0,"Cover (Activision)","Cover\A\Afterburner_(Activision).jpg",0,""
26,166,6,0,"Manual","Docs\A\Afterburner.txt",0,""
27,178,2,0,"Cover","Cover\A\Agent_X_II.jpg",0,""
28,189,2,0,"Cover","Cover\A\Airborne_Ranger_(MicroProse_v1).jpg",0,""
29,197,2,0,"Cover (Elite)","Cover\A\Airwolf_(Elite).jpg",0,""
30,219,2,0,"Manual","Docs\A\Alice_in_Wonderland.txt",0,""
31,220,2,0,"Cover (Mind Games)","Cover\A\Alien_(Mind_Games).jpg",0,""
32,224,0,0,"Manual p.1","gazette!\1985\05may\may85-AlienArmadaA.jpg",0,""
33,224,1,0,"Manual p.2","gazette!\1985\05may\may85-AlienArmadaB.jpg",0,""
34,239,3,0,"Cover (Mindscape)","Cover\A\Alien_Syndrome_(Mindscape).jpg",0,""
36,259,1,0,"Cover","Cover\A\Almazz.jpg",0,""
37,260,0,0,"Manual p.1","gazette!\1985\03mar\mar85-AlphaAnxietyA.jpg",0,""
38,260,1,0,"Manual p.2","gazette!\1985\03mar\mar85-AlphaAnxietyB.jpg",0,""
39,265,1,0,"Cover","Cover\A\Alter_Ego.jpg",0,""
40,267,2,0,"Cover (Activision)","Cover\A\Altered_Beast_(Activision).jpg",0,""
41,276,2,0,"Manual","Docs\A\Amazon.txt",0,""
42,280,4,0,"Cover","Cover\A\Attack_of_the_Mutant_Camels_(Llamasoft).jpg",0,""
43,280,8,0,"Manual","Docs\L\Llamasoft.txt",0,""
44,298,5,0,"Cover","Cover\A\Ancipital.jpg",0,""
45,298,10,0,"Manual","Docs\L\Llamasoft.txt",0,""
46,306,1,0,"Cover","Cover\A\Angle_Ball.jpg",0,""
47,307,0,0,"Manual","gazette!\1989\03mar\mar89-TheAnglers.jpg",0,""
48,309,0,0,"Manual","gazette!\1987\12dec\dec87-AnimalMatch.jpg",0,""
49,312,2,0,"Cover","Cover\A\Ankh.jpg",0,""
50,342,0,0,"Manual p.1","gazette!\1985\04apr\apr85-AppleHuntA.jpg",0,""
51,342,1,0,"Manual p.2","gazette!\1985\04apr\apr85-AppleHuntB.jpg",0,""
52,343,0,0,"Manual p.1","gazette!\1990\04apr\apr90-AppleWillieA.jpg",0,""
53,343,1,0,"Manual p.2","gazette!\1990\04apr\apr90-AppleWillieB.jpg",0,""
54,351,5,0,"Cover (Prism Leisure)","Cover\A\Arac_(Prism_Leisure).jpg",0,""
55,357,2,0,"Cover","Cover\A\Arc_of_Yesod_The.jpg",0,""
56,359,2,0,"Manual p.1","gazette!\1986\05may\may86-ArcadeBaseballA.jpg",0,""
57,359,3,0,"Manual p.2","gazette!\1986\05may\may86-ArcadeBaseballB.jpg",0,""
58,365,0,0,"Cover (Disk)","Cover\A\Arcade_Trivia_Quiz_(Disk).jpg",0,""
59,366,0,0,"Manual p.1","gazette!\1988\06jun\jun88-ArcadeVolleyballA.jpg",0,""
60,366,1,0,"Manual p.2","gazette!\1988\06jun\jun88-ArcadeVolleyballB.jpg",0,""
62,372,1,0,"Cover","Cover\A\Arcana.jpg",0,""
63,376,0,0,"Cover","Cover\A\Archetype.jpg",0,""
64,376,1,0,"Docs","Docs\P\Psytronik.txt",0,""
66,382,3,0,"Cover (Dynamix)","Cover\A\Arcticfox_(Dynamix).jpg",0,""
67,398,5,0,"Cover (Taito)","Cover\A\Arkanoid_(Taito).jpg",0,""
68,399,3,0,"Cover (Disk)","Cover\A\Arkanoid_-_Revenge_of_Doh_(Imagine_Disk).jpg",0,""
69,410,1,0,"Cover","Cover\A\Armageddon_Man_The.jpg",0,""
70,411,2,0,"Cover","Cover\A\Armalyte_(Thalamus_v1).jpg",0,""
71,411,3,0,"Cover","Cover\A\Armalyte_(Thalamus_v2).jpg",0,""
72,412,1,0,"Cover","Cover\A\Armourdillo.jpg",0,""
74,417,2,0,"Cover (Disk)","Cover\A\Army_Moves_(Dinamic_Disk).jpg",0,""
75,419,1,0,"Cover","Cover\A\Arnie.jpg",0,""
77,445,1,0,"Cover","Cover\A\Asterix_and_the_Magic_Cauldron.jpg",0,""
78,453,0,0,"Cover","Cover\A\Astral_Attack.jpg",0,""
79,463,0,0,"Manual p.1","gazette!\1984\02feb\feb84-Astro-PANIC!A.jpg",0,""
80,463,1,0,"Manual p.2","gazette!\1984\02feb\feb84-Astro-PANIC!B.jpg",0,""
81,469,1,0,"Cover","Cover\A\Asylum.jpg",0,""
83,481,0,0,"Manual p.1","gazette!\1985\10oct\oct85-AtomShootA.jpg",0,""
84,481,1,0,"Manual p.2","gazette!\1985\10oct\oct85-AtomShootB.jpg",0,""
85,481,2,0,"Manual p.3","gazette!\1985\10oct\oct85-AtomShootC.jpg",0,""
86,484,1,0,"Cover","Cover\A\Atomic_Robo-Kid.jpg",0,""
87,485,1,0,"Cover (Play Byte)","Cover\A\Atomino_(Play_Byte).jpg",0,""
88,492,3,0,"Cover","Cover\A\ATV_-_All_Terrain_Vehicle_Simulator.jpg",0,""
89,492,4,0,"Cover [4 Quattro Power]","Cover\_\4_Quattro_Power.jpg",0,""
90,494,2,0,"Cover (Gremlin Graphics)","Cover\A\Auf_Wiedersehen_Monty_(Gremlin).jpg",0,""
91,498,1,0,"Cover","Cover\A\Australian_Rules_Football.jpg",0,""
92,516,2,0,"Cover (Electronic Arts)","Cover\A\Axis_Assassin_(Electronic_Arts).jpg",0,""
93,518,4,0,"Cover (US Gold)","Cover\A\Aztec_Challenge_(US_Gold).jpg",0,""
94,541,2,0,"Cover (Electric Dreams)","Cover\B\Back_to_the_Future_(Electric_Dreams).jpg",0,""
95,542,2,0,"Cover","Cover\B\Back_to_the_Future_II.jpg",0,""
96,545,0,0,"Manual p.1","gazette!\1985\11nov\nov85-BackgammonA.jpg",0,""
97,545,1,0,"Manual p.2","gazette!\1985\11nov\nov85-BackgammonB.jpg",0,""
98,545,2,0,"Manual p.3","gazette!\1985\11nov\nov85-BackgammonC.jpg",0,""
99,554,3,0,"Cover","Cover\B\BadLands.jpg",0,""
100,557,0,0,"Manual p.1","gazette!\1984\11nov\nov84-BagdadA.jpg",0,""
101,557,1,0,"Manual p.2","gazette!\1984\11nov\nov84-BagdadB.jpg",0,""
102,557,2,0,"Manual p.3","gazette!\1984\11nov\nov84-BagdadC.jpg",0,""
103,558,0,0,"Manual","gazette!\1988\07jul\jul88-Bagger.jpg",0,""
104,567,1,0,"Cover","Cover\B\Ball_Game_The.jpg",0,""
105,573,2,0,"Cover (Activision)","Cover\B\Ballblazer_(Activision).jpg",0,""
106,588,0,0,"Manual p.1","gazette!\1984\08aug\aug84-BalloonBlitzA.jpg",0,""
107,588,1,0,"Manual p.2","gazette!\1984\08aug\aug84-BalloonBlitzB.jpg",0,""
108,612,2,0,"Cover (System 3)","Cover\B\Bangkok_Knights_(System_3).jpg",0,""
109,617,4,0,"Cover (Palace)","Cover\B\Barbarian_(Palace).jpg",0,""
111,618,3,0,"Cover (ERBE)","Cover\B\Barbarian_II_(ERBE).jpg",0,""
112,622,1,0,"Cover","Cover\B\Bard's_Tale_The_(Disk).jpg",0,""
113,623,1,0,"Cover","Cover\B\Bard's_Tale_II_The_(v2).jpg",0,""
114,624,1,0,"Cover","Cover\B\Bard's_Tale_III_The_(v1).jpg",0,""
115,624,2,0,"Cover","Cover\B\Bard's_Tale_III_The_(v2).jpg",0,""
116,632,1,0,"Cover (Activision)","Cover\B\Barry_McGuigan_World_Championship_Boxing_(Activision).jpg",0,""
117,632,3,0,"Cover [Game Set and Match]","Cover\_\Game_Set_and_Match.jpg",0,""
119,637,2,0,"Cover","Cover\B\Basil_the_Great_Mouse_Detective.jpg",0,""
120,646,1,0,"Cover","Cover\B\BAT.jpg",0,""
121,648,1,0,"Cover","Cover\B\Bat_Attack.jpg",0,""
122,650,5,0,"Cover [Five Star Games]","Cover\_\Five_Star_Games.jpg",0,""
123,652,2,0,"Cover (Ocean - Disk)","Cover\B\Batman_-_The_Caped_Crusader_(Ocean_Disk).jpg",0,""
124,653,3,0,"Cover","Cover\B\Batman_-_The_Movie.jpg",0,""
125,661,2,0,"Cover","Cover\B\Battle_Command_(Ocean_v1).jpg",0,""
126,668,1,0,"Cover","Cover\B\Battle_of_Britian.jpg",0,""
127,668,2,0,"Cover [Konflikte]","Cover\_\Konflikte.jpg",0,""
128,669,3,0,"Cover [Konflikte]","Cover\_\Konflikte.jpg",0,""
130,693,3,0,"Cover (Arcade)","Cover\B\Bazooka_Bill_(Arcade).jpg",0,""
131,695,2,0,"Cover (US Gold)","Cover\B\BC_II_-_Grog's_Revenge_(US_Gold).jpg",0,""
132,696,4,0,"Cover (Sierra)","Cover\B\BC's_Quest_for_Tires_(Sierra_v1).jpg",0,""
134,702,4,0,"Cover (US Gold)","Cover\B\Beach-Head_(US_Gold).jpg",0,""
135,703,3,0,"Cover (US Gold)","Cover\B\Beach-Head_II_(US_Gold).jpg",0,""
136,706,4,0,"Cover (Tape)","Cover\B\Beamrider_(Tape).jpg",0,""
137,707,0,0,"Cover","Cover\B\Bear_Bovver.jpg",0,""
138,717,0,0,"Manual","gazette!\1987\09sep\sep87-BeeZone.jpg",0,""
139,718,2,0,"Manual p.1","gazette!\1984\07jul\jul84-BeekeeperA.jpg",0,""
140,718,3,0,"Manual p.2","gazette!\1984\07jul\jul84-BeekeeperB.jpg",0,""
141,718,4,0,"Manual p.3","gazette!\1984\07jul\jul84-BeekeeperC.jpg",0,""
142,723,1,0,"Manual","Docs\B\Below_the_Root.txt",0,""
143,723,2,0,"Cover","Cover\B\Below_the_Root.jpg",0,""
144,733,1,0,"Cover","Cover\B\Betrayal.jpg",0,""
145,736,1,0,"Cover","Cover\B\Beverly_Hills_Cop.jpg",0,""
146,747,1,0,"Cover (Interceptor)","Cover\B\Big_Ben_(Interceptor).jpg",0,""
147,749,1,0,"Cover","Cover\B\Big_Deal_The.jpg",0,""
148,752,4,0,"Cover","Cover\M\More_Adventures_of_Big_Mac_the_Mad_Maintenance_Man.jpg",0,""
149,753,0,0,"Cover","Cover\B\Big_Sleaze_The.jpg",0,""
150,755,1,0,"Cover (Codemasters)","Cover\B\Bigfoot_(Codemasters).jpg",0,""
151,760,1,0,"Cover","Cover\B\Bill_and_Ted's_Excellent_Adventure.jpg",0,""
152,770,2,0,"Cover (Capcom)","Cover\B\Bionic_Commando_(Capcom_Tape).jpg",0,""
154,784,1,0,"Cover","Cover\B\Black_Hawk.jpg",0,""
155,795,2,0,"Cover (Rainbird)","Cover\B\Black_Lamp_(Rainbird).jpg",0,""
156,802,1,0,"Cover","Cover\B\Black_Thunder.jpg",0,""
157,803,3,0,"Cover (US Gold)","Cover\B\Black_Tiger_(US_Gold).jpg",0,""
158,813,2,0,"Docs","Docs\B\Blade_of_Blackpoole_The.txt",0,""
159,817,1,0,"Cover (1983)","Cover\B\Blagger_(1983).jpg",0,""
160,817,3,0,"Cover [Chartbuster]","Cover\_\Chartbuster.jpg",0,""
162,826,2,0,"Cover","Cover\B\Blasteroids.jpg",0,""
163,831,1,0,"Cover","Cover\B\Blazing_Thunder.jpg",0,""
164,842,1,0,"Cover (Disk)","Cover\B\Blitzkrieg_(Disk).jpg",0,""
165,850,0,0,"Manual p.1","gazette!\1989\09sep\sep89-BlockBattleA.jpg",0,""
166,850,1,0,"Manual p.2","gazette!\1989\09sep\sep89-BlockBattleB.jpg",0,""
167,863,1,0,"Cover","Cover\B\Blockbusters_(Macsen_Software).jpg",0,""
168,870,1,0,"Cover","Cover\B\Blood'n_Guts.jpg",0,""
169,870,2,0,"Cover [4 Action Hits]","Cover\_\4_Action_Hits.jpg",0,""
170,874,1,0,"Cover","Cover\B\Blood_Money_(v1).jpg",0,""
171,893,4,0,"Cover (Synapse)","Cover\B\Blue_Max_(Synapse).jpg",0,""
172,894,2,0,"Cover (Synapse)","Cover\B\Blue_Max_2001_(Synapse).jpg",0,""
173,897,2,0,"Cover (Richard Wilcox Software)","Cover\B\Blue_Thunder_(Richard_Wilcox).jpg",0,""
174,897,3,0,"Cover (Encore)","Cover\B\Blue_Thunder_(Encore).jpg",0,""
175,903,1,0,"Cover","Cover\B\BMX_Kidz.jpg",0,""
176,906,2,0,"Cover","Cover\B\BMX_Racers.jpg",0,""
177,910,3,0,"Cover","Cover\B\BMX_Trials.jpg",0,""
178,915,2,0,"Cover","Cover\B\Bobby_Bearing.jpg",0,""
179,937,0,0,"Cover","Cover\B\Boing.jpg",0,""
180,945,2,0,"Cover (Elite)","Cover\B\Bomb_Jack_(Elite).jpg",0,""
181,960,1,0,"Cover","Cover\B\Bombo.jpg",0,""
182,967,0,0,"Manual","gazette!\1984\07jul\jul84-BonkingBarrels.jpg",0,""
183,973,0,0,"Manual","gazette!\1988\09sep\sep88-BoomAndBust.jpg",0,""
184,975,0,0,"Manual p.1","gazette!\1989\08aug\aug89-BoomerangA.jpg",0,""
185,975,1,0,"Manual p.2","gazette!\1989\08aug\aug89-BoomerangB.jpg",0,""
186,977,1,0,"Cover","Cover\B\Bootleg_Bandits.jpg",0,""
187,978,2,0,"Cover","Cover\B\Booty_(v1).jpg",0,""
188,983,0,0,"Cover","Cover\B\Bored_of_the_Rings.jpg",0,""
189,995,5,0,"Cover (Showtime)","Cover\B\Boulder_Dash_II_(Showtime).jpg",0,""
190,1007,3,0,"Cover (Databyte)","Cover\B\Boulder_Dash_Construction_Kit_(Databyte).jpg",0,""
191,1035,0,0,"Manual","gazette!\1991\02feb\feb91-Bounce.jpg",0,""
192,1052,3,0,"Cover","Cover\B\Bounder.jpg",0,""
193,1054,1,0,"Cover (US Gold)","Cover\B\Bounty_Bob_Strikes_Back!_(US_Gold).jpg",0,""
194,1055,0,0,"Manual p.1","gazette!\1987\08aug\aug87-BountyHunterA.jpg",0,""
195,1055,1,0,"Manual p.2","gazette!\1987\08aug\aug87-BountyHunterB.jpg",0,""
196,1060,2,0,"Manual p.1","gazette!\1983\12dec\dec83-BowlingChampA.jpg",0,""
197,1060,3,0,"Manual p.2","gazette!\1983\12dec\dec83-BowlingChampB.jpg",0,""
198,1070,0,0,"Cover","Cover\B\Bozuma.jpg",0,""
199,1088,2,0,"Cover (Americana)","Cover\B\Break_Dance_(Americana).jpg",0,""
200,1090,1,0,"Cover","Cover\B\Break_Fever.jpg",0,""
201,1106,2,0,"Cover (Data East)","Cover\B\Breakthru_(Data_East).jpg",0,""
202,1111,1,0,"Cover","Cover\B\Brian_Clough's_Football_Fortunes.jpg",0,""
203,1112,1,0,"Cover","Cover\B\Brian_Jack's_Superstar_Challenge.jpg",0,""
204,1117,1,0,"Cover","Cover\B\Bridge_64_(v1).jpg",0,""
205,1135,5,0,"Cover (Americana)","Cover\B\Bruce_Lee_(Americana).jpg",0,""
206,1138,3,0,"Cover (Firebird)","Cover\B\Bubble_Bobble_(Firebird).jpg",0,""
207,1150,2,0,"Cover (Sega)","Cover\B\Buck_Rogers_(Sega).jpg",0,""
208,1154,2,0,"Cover","Cover\B\Budokan.jpg",0,""
209,1161,2,0,"Cover [Chartbuster]","Cover\_\Chartbuster.jpg",0,""
210,1165,2,0,"Cover (Elite)","Cover\B\Buggy_Boy_(Elite).jpg",0,""
211,1171,1,0,"Cover","Cover\B\Builder_Ben.jpg",0,""
212,1184,1,0,"Manual","gazette!\1986\11nov\nov86-Bump-N-Run.jpg",0,""
213,1196,1,0,"Cover","Cover\B\Burger_Chase.jpg",0,""
214,1198,1,0,"Cover","Cover\B\Burger_Time.jpg",0,""
215,1215,1,0,"Cover (Ocean)","Cover\C\Cabal_(Ocean).jpg",0,""
216,1216,0,0,"Manual p.1","gazette!\1984\10oct\oct84-CabbyA.jpg",0,""
217,1216,1,0,"Manual p.2","gazette!\1984\10oct\oct84-CabbyB.jpg",0,""
218,1216,2,0,"Manual p.3","gazette!\1984\10oct\oct84-CabbyC.jpg",0,""
219,1227,2,0,"Cover (Epyx)","Cover\C\California_Games_(Epyx_v1).jpg",0,""
220,1227,8,0,"Cover [Giants]","Cover\_\Giants.jpg",0,""
221,1236,1,0,"Manual p.1","gazette!\1984\08aug\aug84-CampaignManagerA.jpg",0,""
222,1236,2,0,"Manual p.2","gazette!\1984\08aug\aug84-CampaignManagerB.jpg",0,""
223,1236,3,0,"Manual p.3","gazette!\1984\08aug\aug84-CampaignManagerC.jpg",0,""
224,1236,4,0,"Manual p.4","gazette!\1984\08aug\aug84-CampaignManagerD.jpg",0,""
225,1236,5,0,"Manual p.5","gazette!\1984\08aug\aug84-CampaignManagerE.jpg",0,""
226,1236,6,0,"Manual p.6","gazette!\1984\08aug\aug84-CampaignManagerF.jpg",0,""
227,1248,3,0,"Cover (Mindscape)","Cover\C\Captain_Blood_(Mindscape).jpg",0,""
228,1251,1,0,"Cover","Cover\C\Captain_Fizz.jpg",0,""
229,1259,2,0,"Cover (Disk)","Cover\C\Captive_The_(Disk).jpg",0,""
230,1263,1,0,"Cover [4 Action Hits]","Cover\_\4_Action_Hits.jpg",0,""
231,1276,1,0,"Cover","Cover\C\Carrier_Command.jpg",0,""
232,1287,0,0,"Manual p.1","gazette!\1984\06jun\jun84-CastleDungeonA.jpg",0,""
233,1287,1,0,"Manual p.2","gazette!\1984\06jun\jun84-CastleDungeonB.jpg",0,""
234,1321,0,0,"Manual","gazette!\1988\01jan\jan88-Cats'n'Dogs.jpg",0,""
235,1323,2,0,"Cover (Palace)","Cover\C\Cauldron_(Palace).jpg",0,""
236,1324,6,0,"Cover (Palace - Disk)","Cover\C\Cauldron_II_(Palace_Disk).jpg",0,""
237,1337,1,0,"Cover","Cover\C\Cavelon.jpg",0,""
238,1340,0,0,"Manual","gazette!\1990\11nov\nov90-Caveman.jpg",0,""
239,1342,3,0,"Cover (EDOS)","Cover\C\Cavemania_(EDOS).jpg",0,""
240,1357,0,0,"Manual","gazette!\1986\09sep\sep86-CellRunner.jpg",0,""
241,1383,1,0,"Cover (SSI)","Cover\C\Champions_of_Krynn_(SSI).jpg",0,""
242,1396,2,0,"Cover (Epyx)","Cover\C\Championship_Wrestling_(Epyx_v1).jpg",0,""
243,1402,0,0,"Manual","gazette!\1985\06jun\jun85-CharacterAssassination.jpg",0,""
244,1403,0,0,"Manual p.1","gazette!\1985\05may\may85-Charlemagne'sSwordA.jpg",0,""
245,1403,1,0,"Manual p.2","gazette!\1985\05may\may85-Charlemagne'sSwordB.jpg",0,""
247,1408,1,0,"Cover (Cartridge)","Cover\S\SCI_-_Special_Criminal_Investigation.jpg",0,""
248,1410,1,0,"Cover","Cover\C\Cheap_Skate.jpg",0,""
249,1439,0,0,"Manual","gazette!\1985\11nov\nov85-ChickenCatcher.jpg",0,""
250,1443,3,0,"Cover","Cover\C\Chiller.jpg",0,""
252,1447,1,0,"Cover","Cover\C\Chinese_Juggler.jpg",0,""
253,1457,0,0,"Manual p.1","gazette!\1985\01jan\jan85-ChomperA.jpg",0,""
254,1457,1,0,"Manual p.2","gazette!\1985\01jan\jan85-ChomperB.jpg",0,""
255,1462,1,0,"Manual","gazette!\1986\08aug\aug86-Chopper1.jpg",0,""
256,1465,0,0,"Manual p.1","gazette!\1987\10oct\oct87-ChopperPilotA.jpg",0,""
257,1465,1,0,"Manual p.2","gazette!\1987\10oct\oct87-ChopperPilotB.jpg",0,""
258,1470,1,0,"Cover","Cover\C\Chubby_Gristle.jpg",0,""
259,1472,0,0,"Cover","Cover\C\Chuck_Rock.jpg",0,""
260,1473,2,0,"Cover","Cover\C\Chuck_Yeager's_Advanced_Flight_Trainer_(v1).jpg",0,""
261,1474,2,0,"Cover","Cover\C\Chuckie_Egg.jpg",0,""
262,1482,1,0,"Cover","Cover\C\Ciphoid_9.jpg",0,""
263,1486,0,0,"Manual p.1","gazette!\1989\12dec\dec89-CircuitsA.jpg",0,""
264,1486,1,0,"Manual p.2","gazette!\1989\12dec\dec89-CircuitsB.jpg",0,""
265,1488,2,0,"Cover","Cover\C\Circus_Attractions_(v1).jpg",0,""
266,1491,2,0,"Cover (Tynesoft)","Cover\C\Circus_Games_(Tynesoft).jpg",0,""
267,1505,2,0,"Cover","Cover\C\CJ_in_the_USA.jpg",0,""
268,1506,1,0,"Cover","Cover\C\CJ's_Elephant_Antics.jpg",0,""
269,1508,1,0,"Cover","Cover\C\Classic_Adventure.jpg",0,""
270,1514,1,0,"Cover","Cover\C\Clean_Up_Service.jpg",0,""
271,1518,1,0,"Cover","Cover\C\Clever_and_Smart.jpg",0,""
272,1518,2,0,"Cover [It's a Kind of Magic]","Cover\_\It's_a_Kind_of_Magic.jpg",0,""
273,1541,1,0,"Cover (Ocean)","Cover\C\Cobra_(Ocean).jpg",0,""
274,1545,0,0,"Manual p.1","gazette!\1990\10oct\oct90-Code-BustersA.jpg",0,""
275,1545,1,0,"Manual p.2","gazette!\1990\10oct\oct90-Code-BustersB.jpg",0,""
276,1559,0,0,"Manual","gazette!\1987\02feb\feb87-CollisionCourse.jpg",0,""
277,1579,8,0,"Cover","Cover\C\Colossus_Chess_4.jpg",0,""
278,1580,1,0,"Cover","Cover\C\Colossus_Bridge_4.jpg",0,""
279,1590,2,0,"Cover (Durell)","Cover\C\Combat_Lynx_(Durell).jpg",0,""
280,1591,6,0,"Cover (Hit Squad)","Cover\C\Combat_School_(Hit_Squad).jpg",0,""
281,1600,1,0,"Cover","Cover\C\Comet_Game_The.jpg",0,""
282,1601,2,0,"Cover","Cover\C\Comic_Bakery.jpg",0,""
283,1602,3,0,"Cover (Data East)","Cover\C\Commando_(Data_East).jpg",0,""
284,1629,1,0,"Cover","Cover\C\Con-Quest.jpg",0,""
285,1636,1,0,"Cover (Incentive Software)","Cover\C\Confuzion_(Incentive).jpg",0,""
286,1639,2,0,"Manual","gazette!\1987\01jan\jan87-Connect'Em.jpg",0,""
287,1644,0,0,"Manual p.1","gazette!\1983\11nov\nov83-ConnectTheDotsA.jpg",0,""
288,1644,1,0,"Manual p.2","gazette!\1983\11nov\nov83-ConnectTheDotsB.jpg",0,""
289,1644,2,0,"Manual p.3","gazette!\1983\11nov\nov83-ConnectTheDotsC.jpg",0,""
290,1644,3,0,"Manual p.4","gazette!\1983\11nov\nov83-ConnectTheDotsD.jpg",0,""
291,1684,3,0,"Cover (Activision)","Cover\C\Corporation_(Activision).jpg",0,""
292,1694,4,0,"Cover","Cover\C\Cosmic_Causeway.jpg",0,""
293,1697,0,0,"Manual p.1","gazette!\1984\12dec\dec84-CosmicCombatA.jpg",0,""
294,1697,1,0,"Manual p.2","gazette!\1984\12dec\dec84-CosmicCombatB.jpg",0,""
295,1705,1,0,"Cover","Cover\C\Cosmonut.jpg",0,""
296,1712,1,0,"Cover","Cover\C\Countdown_to_Meltdown.jpg",0,""
297,1718,0,0,"Cover","Cover\C\CoverGirl_Poker.jpg",0,""
298,1722,2,0,"Cover (Sega)","Cover\C\Crack_Down_(Sega).jpg",0,""
299,1754,1,0,"Cover","Cover\C\Crazy_Comets.jpg",0,""
300,1765,1,0,"Cover (Interceptor)","Cover\C\Crazy_Kong_(Interceptor).jpg",0,""
301,1786,2,0,"Cover (Thalamus)","Cover\C\Creatures_(Thalamus).jpg",0,""
302,1787,2,0,"Cover (Disk)","Cover\C\Creatures_II_(Disk).jpg",0,""
303,1805,2,0,"Cover (Durell)","Cover\C\Critical_Mass_(Durell).jpg",0,""
304,1806,1,0,"Docs","Docs\C\Critical_Mass.txt",0,""
305,1823,0,0,"Manual p.1","gazette!\1987\12dec\dec87-CrossroadsA.jpg",0,""
306,1823,1,0,"Manual p.2","gazette!\1987\12dec\dec87-CrossroadsB.jpg",0,""
307,1824,0,0,"Manual p.1","gazette!\1988\12dec\dec88-CrossroadsII-PandemoniumA.jpg",0,""
308,1824,1,0,"Manual p.2","gazette!\1988\12dec\dec88-CrossroadsII-PandemoniumB.jpg",0,""
309,1824,2,0,"Manual p.3","gazette!\1988\12dec\dec88-CrossroadsII-MazeEditor.jpg",0,""
310,1833,0,0,"Manual p.1","gazette!\1990\12dec\dec90-CrownQuestA.jpg",0,""
311,1833,1,0,"Manual p.2","gazette!\1990\12dec\dec90-CrownQuestB.jpg",0,""
313,1851,1,0,"Cover","Cover\C\Crystals_of_Carus.jpg",0,""
314,1852,2,0,"Cover (PSS)","Cover\K\Krystals_of_Zong_(PSS).jpg",0,""
315,1869,0,0,"Cover","Cover\C\Cup_Final.jpg",0,""
316,1888,3,0,"Cover","Cover\C\Cyberball.jpg",0,""
317,1895,3,0,"Cover (Hewson)","Cover\C\Cybernoid_(Hewson).jpg",0,""
318,1907,1,0,"Cover (Anirog)","Cover\C\Cybotron_(Anirog).jpg",0,""
319,1918,0,0,"Manual p.1","gazette!\1985\02feb\feb85-CypherA.jpg",0,""
320,1918,1,0,"Manual p.2","gazette!\1985\02feb\feb85-CypherB.jpg",0,""
321,1927,1,0,"Cover","Cover\D\Dalek_Attack.jpg",0,""
322,1928,1,0,"Cover (Ocean)","Cover\D\Daley_Thompson's_Decathlon_(Ocean).jpg",0,""
323,1930,2,0,"Cover (Ocean)","Cover\D\Daley_Thompson's_Olympic_Challenge_(Ocean).jpg",0,""
324,1930,3,0,"Cover (Hit Squad)","Cover\D\Daley_Thompson's_Olympic_Challenge_(Hit_Squad).jpg",0,""
325,1931,3,0,"Cover (Hit Squad)","Cover\D\Daley_Thompson's_Super-Test_(Hit_Squad).jpg",0,""
326,1931,4,0,"Cover [Game Set and Match]","Cover\_\Game_Set_and_Match.jpg",0,""
327,1932,1,0,"Cover","Cover\D\Dallas_Quest_The.jpg",0,""
328,1945,1,0,"Cover (Virgin)","Cover\D\Dan_Dare_II_(Virgin).jpg",0,""
329,1946,1,0,"Cover","Cover\D\Dan_Dare_III.jpg",0,""
330,1948,1,0,"Cover","Cover\D\Dancing_Monster.jpg",0,""
331,2023,2,0,"Cover","Cover\D\Deactivators.jpg",0,""
